Абсолютный путь к файлу,Относительный путь к файлу,номер звезды
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9859.txt,second_dataset/5_0104.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3927.txt,second_dataset/1_0341.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6978.txt,second_dataset/1_0086.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3359.txt,second_dataset/1_1536.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/307.txt,second_dataset/1_0822.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5021.txt,second_dataset/1_1630.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2926.txt,second_dataset/4_0092.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9478.txt,second_dataset/1_0944.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6119.txt,second_dataset/4_0069.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9760.txt,second_dataset/1_0564.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4794.txt,second_dataset/5_0611.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9900.txt,second_dataset/1_1483.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3244.txt,second_dataset/2_0313.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/39.txt,second_dataset/5_0540.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4861.txt,second_dataset/1_1822.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/853.txt,second_dataset/1_0677.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6703.txt,second_dataset/4_0280.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4414.txt,second_dataset/3_0206.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5553.txt,second_dataset/1_0893.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2483.txt,second_dataset/1_1443.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8741.txt,second_dataset/1_1556.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7468.txt,second_dataset/5_0459.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4959.txt,second_dataset/1_0241.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3153.txt,second_dataset/5_0171.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5866.txt,second_dataset/1_1211.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2705.txt,second_dataset/2_0405.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/103.txt,second_dataset/1_1310.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4662.txt,second_dataset/1_1663.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4198.txt,second_dataset/1_0628.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/754.txt,second_dataset/3_0143.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5878.txt,second_dataset/1_0655.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8138.txt,second_dataset/1_0699.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5057.txt,second_dataset/1_0817.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/498.txt,second_dataset/3_0026.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2112.txt,second_dataset/2_0378.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1015.txt,second_dataset/1_0185.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5853.txt,second_dataset/2_0322.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6994.txt,second_dataset/1_1218.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3262.txt,second_dataset/2_0175.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7246.txt,second_dataset/1_1212.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2475.txt,second_dataset/1_0129.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2156.txt,second_dataset/5_0081.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8317.txt,second_dataset/1_0264.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1167.txt,second_dataset/3_0227.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6587.txt,second_dataset/1_1742.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9266.txt,second_dataset/1_1275.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2578.txt,second_dataset/3_0410.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2731.txt,second_dataset/4_0144.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9622.txt,second_dataset/2_0509.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3776.txt,second_dataset/5_0346.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/849.txt,second_dataset/3_0322.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9136.txt,second_dataset/3_0350.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7533.txt,second_dataset/1_0178.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6912.txt,second_dataset/1_1035.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9935.txt,second_dataset/1_1602.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2565.txt,second_dataset/5_0282.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2302.txt,second_dataset/3_0178.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7689.txt,second_dataset/5_0496.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9146.txt,second_dataset/1_0299.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2341.txt,second_dataset/2_0487.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9725.txt,second_dataset/4_0209.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9474.txt,second_dataset/4_0046.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4703.txt,second_dataset/1_0800.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6481.txt,second_dataset/3_0123.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4466.txt,second_dataset/5_0521.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6367.txt,second_dataset/2_0431.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4511.txt,second_dataset/1_0377.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1313.txt,second_dataset/1_0050.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6908.txt,second_dataset/2_0456.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1101.txt,second_dataset/2_0242.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6020.txt,second_dataset/1_0431.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5475.txt,second_dataset/1_0864.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6291.txt,second_dataset/5_0448.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3113.txt,second_dataset/3_0177.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6267.txt,second_dataset/2_0275.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8012.txt,second_dataset/3_0218.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/230.txt,second_dataset/5_0278.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3178.txt,second_dataset/3_0043.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1310.txt,second_dataset/1_1152.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1019.txt,second_dataset/1_1806.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4715.txt,second_dataset/1_0750.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7156.txt,second_dataset/2_0240.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9578.txt,second_dataset/1_0010.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7588.txt,second_dataset/1_1271.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8311.txt,second_dataset/2_0466.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5484.txt,second_dataset/1_1601.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5750.txt,second_dataset/4_0138.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6193.txt,second_dataset/3_0098.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2683.txt,second_dataset/5_0023.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5740.txt,second_dataset/1_0882.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4455.txt,second_dataset/1_0485.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4935.txt,second_dataset/1_1687.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9510.txt,second_dataset/2_0206.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6717.txt,second_dataset/5_0509.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4791.txt,second_dataset/3_0263.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/55.txt,second_dataset/1_1830.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5789.txt,second_dataset/4_0322.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8760.txt,second_dataset/1_1477.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8580.txt,second_dataset/5_0367.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3591.txt,second_dataset/3_0128.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7388.txt,second_dataset/1_1620.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6224.txt,second_dataset/1_1003.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8366.txt,second_dataset/1_1436.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/611.txt,second_dataset/1_0489.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4690.txt,second_dataset/1_1208.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4694.txt,second_dataset/1_1455.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7662.txt,second_dataset/1_0529.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9555.txt,second_dataset/1_0007.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8085.txt,second_dataset/4_0161.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5267.txt,second_dataset/1_1128.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5558.txt,second_dataset/5_0010.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4192.txt,second_dataset/3_0113.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8487.txt,second_dataset/1_0417.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9992.txt,second_dataset/1_1734.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3005.txt,second_dataset/1_1182.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/590.txt,second_dataset/1_0744.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7030.txt,second_dataset/5_0560.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1782.txt,second_dataset/5_0355.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6136.txt,second_dataset/2_0097.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8237.txt,second_dataset/1_1792.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3932.txt,second_dataset/1_0809.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8907.txt,second_dataset/1_0343.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5144.txt,second_dataset/1_1507.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5393.txt,second_dataset/4_0109.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1165.txt,second_dataset/5_0019.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6926.txt,second_dataset/5_0284.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5971.txt,second_dataset/2_0394.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1574.txt,second_dataset/3_0300.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2263.txt,second_dataset/2_0168.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9818.txt,second_dataset/1_0637.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3399.txt,second_dataset/1_1527.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2859.txt,second_dataset/1_0543.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4755.txt,second_dataset/3_0275.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1575.txt,second_dataset/5_0599.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/277.txt,second_dataset/4_0255.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9517.txt,second_dataset/1_1672.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3661.txt,second_dataset/2_0128.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6458.txt,second_dataset/4_0300.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/613.txt,second_dataset/1_1343.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4151.txt,second_dataset/1_0181.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1147.txt,second_dataset/1_0601.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8979.txt,second_dataset/1_1338.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1048.txt,second_dataset/5_0263.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9221.txt,second_dataset/5_0518.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8159.txt,second_dataset/5_0107.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6976.txt,second_dataset/5_0334.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2262.txt,second_dataset/1_0094.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2098.txt,second_dataset/5_0149.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4778.txt,second_dataset/2_0211.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5915.txt,second_dataset/1_0077.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/570.txt,second_dataset/1_0861.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5661.txt,second_dataset/1_1795.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7739.txt,second_dataset/2_0116.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4820.txt,second_dataset/1_0551.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7426.txt,second_dataset/1_1331.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9357.txt,second_dataset/3_0353.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5335.txt,second_dataset/2_0398.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/583.txt,second_dataset/1_1589.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2812.txt,second_dataset/1_0216.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/718.txt,second_dataset/4_0267.txt,4
